popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
11,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14,181929,4
0,0.956,0.538,1,-11.675,0,0.292,0.00813,4.51E-06,0.153,0.536,104.001,271347,4
15,0.708,0.472,7,-8.872,1,0.129,0.0244,0,0.891,0.627,85.009,205871,4
7,0.677,0.654,1,-6.711,1,0.269,0.182,0,0.117,0.494,149.914,233280,4
2,0.567,0.561,5,-7.044,0,0.403,0.326,0,0.125,0.886,170.908,271600,4
24,0.916,0.594,7,-6.404,1,0.321,0.0632,0,0.04,0.69,97.994,256987,4
9,0.777,0.42,10,-6.309,1,0.138,0.0401,3.24E-06,0.111,0.208,173.902,166627,4
10,0.679,0.848,11,-6.57,0,0.301,0.0285,0,0.205,0.486,188.275,272187,3
32,0.53,0.838,10,-6.905,0,0.351,0.348,0,0.0721,0.572,77.755,300067,4
2,0.624,0.766,9,-6.31,1,0.396,0.00494,0,0.107,0.714,91.727,262640,4
0,0.46,0.697,6,-5.954,0,0.325,0.0186,0,0.362,0.701,153.426,202120,4
16,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,228453,4
34,0.687,0.796,7,-6.713,1,0.168,0.0989,2.31E-05,0.398,0.37,94.623,211867,4
11,0.361,0.928,2,-2.664,0,0.362,0.0448,0,0.12,0.84,86.698,230740,4
0,0.731,0.978,4,-7.661,1,0.0705,0.000807,0.0197,0.0881,0.489,133.983,295987,4
6,0.881,0.968,6,-4.651,1,0.221,0.169,0.37,0.443,0.729,107.519,222880,4
11,0.721,0.662,7,-8.136,1,0.403,0.0888,0,0.178,0.68,94.191,285947,4
0,0.557,0.497,1,-7.03,0,0.0702,0.00622,0,0.0938,0.187,139.947,191983,4
15,0.578,0.678,8,-8.585,0,0.393,0.842,0.0139,0.342,0.548,92.598,232280,4
5,0.542,0.744,6,-7.1,1,0.376,0.0465,0,0.194,0.378,82.743,208467,4
33,0.908,0.587,9,-7.339,1,0.103,0.000357,4.87E-05,0.0779,0.387,150.008,177640,4
40,0.633,0.812,1,-7.379,1,0.405,0.0406,0,0.366,0.623,77.547,280008,4
0,0.888,0.561,7,-9.191,1,0.295,0.0241,0.000403,0.103,0.253,133.001,231600,4
1,0.762,0.806,10,-15.288,0,0.23,0.374,0,0.237,0.754,90.058,217373,4
10,0.712,0.498,11,-8.97,1,0.072,0.177,3.82E-05,0.101,0.567,80.984,238165,4
