artist,popularity,base_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,n_artists,n_genres
157L8iTHgbdrKVxdQEXluh,76,65.5,0.729,0.928,6,-4.279,1,0.0515,0.282,1,0.12,0.322,109.996,194182,4,2,2
15FrhfFYJIx7Ijltkpjbsr,51,52.5,0.661,0.886,1,-2.254,0,0.0632,0.0043,0,0.0693,0.52,149.979,227200,4,2,1
15iVAtD3s3FsQR4w1v6M0P,72,79,0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,246213,4,1,1
15tvxTXbemwnKQq1aRoPpI,47,43.5,0.6555,0.764,2.5,-7.029,0,0.1595,0.03145,1,0.261,0.626,133.482,249907,4,2,2
15UsOTVnJzReFVN1VCnxy4,72,88.13293651,0.674,0.462709524,5.857142857,-8.9655,0.5,0.1634,0.425050571,1,0.164933333,0.433483333,117.4282381,142795.3571,4.023809524,1.547619048,1.166666667
15vmwcb1NmeosE2GIZMEPv,56,57,0.751,0.839,9,-7.179,0,0.281,0.332,0,0.0918,0.166,105.212,192000,4,2,2
15ZjD8Gus20Miqw3fdOaXX,79,82.66666667,0.671,0.639,2,-6.852,0,0.134,0.0928,0,0.0941,0.385,119.82,216000,5,3,2
163tK9Wjr9P9DmM0AVK7lm,79,81,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4,1,1
165ZgPlLkK7bf5bDoFc6Sb,77,77,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,213760,4,1,1
16FJYC4FqKhZXiXIzMI4ul,49.33333333,59.75,0.508666667,0.2975,5,-14.254,1,0.042266667,0.771166667,0,0.102083333,0.376333333,108.3058333,233985.3333,4,1.166666667,1
16kd5X3pBMOtXdLlX5LcAw,74,79.33333333,0.58,0.84,1,-6.385,0,0.332,0.0332,0,0.483,0.596,105.963,205189,4,3,1
16m4LoHxCtWujFt23q3OvP,36,39,0.66,0.638,0,-11.531,1,0.0425,0.000345,1,0.137,0.543,128.021,242211,4,1,1
16oZKvXb6WkQlVAjwo2Wbg,77,80,0.682,0.471,0,-9.182,1,0.0301,0.765,0,0.0908,0.421,79.907,163133,4,1,1
16WiaItNjYShr5vFzzg7nQ,39,59,0.866,0.772,7,-6.895,1,0.393,0.542,0,0.389,0.799,144.055,193333,4,2,1
1793RNBnWXkl6iRbT196Nk,40,66.66666667,0.814,0.677,5,-6.945,0,0.0876,0.0539,0,0.0963,0.378,130.033,160639,4,3,3
17bYSQ9ZRnreVnJjE5X2x6,9,47,0.271,0.532,7,-13.396,1,0.0856,0.00845,1,0.082,0.23,140.972,760440,4,1,1
17lzZA2AlOHwCwFALHttmp,73.33333333,81.61111111,0.728,0.688666667,1.333333333,-6.620666667,0.666666667,0.312,0.032833333,0,0.143466667,0.542,132.9963333,243040.3333,4,3,1.333333333
17TFSnqADESRM8BPSaM5aB,81,67,0.72,0.741,10,-6.529,0,0.0287,0.101,0,0.289,0.357,119.896,198053,4,3,1
17U2ImH5IyYMvjkCfPhMHT,70,56,0.64,0.926,3,-5.597,1,0.0322,0.135,0,0.134,0.901,131.997,271067,4,2,2
17UkABEasVRlCcIFZ3wHb7,58,62,0.612,0.935,2,-5.172,1,0.0411,0.0217,0,0.0738,0.676,136.019,218840,4,1,1
181bsRPaVXVlUKXrxwZfHK,83.25,87.4375,0.84275,0.625,7,-5.45375,0.5,0.178275,0.02789,0,0.1072,0.59175,116.53175,196402.75,4,2.5,1.75
18Eu7uJEMPWwwt1QUdCglQ,27,56,0.739,0.9195,8,-4.814,0,0.3355,0.006785,1,0.236,0.3905,179.977,185333,4,1,1
19eLuQmk9aCobbVDHc6eek,72.4,76,0.5714,0.36538,5,-11.0416,0.8,0.1348,0.6878,0,0.22752,0.5158,114.7572,169829.4,3.8,1.6,1.6
19HiWVd2g0XyJstBsbW2Qm,51.7,63,0.5151,0.4583,5.1,-11.4953,0.4,0.13654,0.7388,0,0.12942,0.672,128.3543,196775.9,3.6,1,1
19i93sA0D7yS9dYoVNBqAA,56.73529412,69.77636555,0.681705882,0.712,5.205882353,-6.072735294,0.441176471,0.145064706,0.117834412,0,0.19305,0.564294118,131.8347941,184059.7059,3.970588235,2.647058824,1.323529412
19ra5tSw0tWufvUp8GotLo,85,78,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,300107,4,1,1
19uEVh7y7Y9RfjMphMamXc,75,69.25,0.556,0.64,11,-7.504,1,0.445,0.552,0,0.215,0.703,88.399,118361,5,4,2
19YAQxr2xw4CZ6TlRwsY1C,62,64.5,0.489,0.56,0,-7.386,1,0.0291,0.206,0,0.193,0.238,172.186,323867,3,2,2
19zQevA415Jm6ThEtIwVIb,61,51,0.561,0.547,5,-5.345,0,0.0825,0.0622,1,0.149,0.202,99.982,199200,4,1,1
1a0E2OojvY4bOw0SfYN768,65,54.66666667,0.785,0.682,1,-4.645,1,0.201,0.0267,0,0.0646,0.419,105.995,166523,4,3,3
1a55cZBx8BQzmG5DHeMmOq,54,38,0.741,0.66,1,-8.199,0,0.101,0.478,0,0.154,0.769,130.058,154840,4,3,1
1ackd5XprZEkH3McKbQD51,71,78.6,0.896,0.675,1,-3.908,1,0.124,0.346,0,0.262,0.659,131.999,213989,4,5,3
1AgAVqo74e2q4FVvg0xpT7,57.11111111,68.39197531,0.680888889,0.68762963,5.481481481,-6.605592593,0.37037037,0.231,0.126925926,0,0.141292593,0.446666667,121.3613333,208977.037,3.962962963,3.296296296,1.222222222
1AgxgADPuRIW1wyaA4OKcB,74,68.5,0.6115,0.2985,2,-12.743,1,0.02985,0.811,1,0.1135,0.3085,121.9885,193321,4,1.5,1
1amQb9Uw9xQGWXyZjW42H1,73,58,0.766,0.535,0,-7.607,0,0.0691,0.599,0,0.1,0.389,130.053,212532,4,1,1
1aQwKFn00nswXRDUDipm0K,69,67.5,0.739,0.845,5,-5.93,0,0.0397,0.00155,1,0.775,0.839,121.997,147541,4,2,2
1aSwrSGBNGMLn9ymttfRkk,29,66.5,0.492,0.635,1,-6.779,0,0.371,0.265,0,0.122,0.177,174.148,280720,4,2,2
1AUZYkS7eLmZUnBjQyJmwf,74,74,0.671,0.275,6,-11.185,0,0.056,0.796,1,0.0657,0.159,124.007,123891,4,2,1
1aX2dmV8XoHYCOQRxjPESG,77,65,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920,4,1,1
1bAftSH8umNcGZ0uyV7LMg,72,79.83333333,0.7465,0.731,1.5,-3.32,0.5,0.08635,0.0993,0,0.314,0.6285,119.9915,237478,4,4.5,2
1BEUkE2CSUgHTLSBMZdnFB,91,81.33333333,0.717,0.671,0,-5.077,0,0.0337,0.0018,0,0.0921,0.699,110.054,160657,4,3,2
1BkdvKE1YNIAAWrLNzLWKU,53,52.5,0.509,0.751,0,-5.742,1,0.426,0.527,0,0.768,0.584,92.949,236292,4,6,3
1Bkzb6WJ348VTlTrnJuqIz,49,53.375,0.4585,0.4985,0,-9.77,1,0.04845,0.258,0,0.132,0.2945,126.784,241796,4,2.5,1.5
1BLzKMCCiseeUCuVdYrRNk,36,43,0.67,0.727,0,-5.031,0,0.0388,0.025,0,0.133,0.147,123.818,168871,4,2,2
1bnhLfwKRFrPdwOuFShW9i,15,41.33333333,0.659,0.0297,4,-24.575,0,0.0418,0.936,1,0.155,0.184,125.997,117143,3,3,1
1BOlQSV8XJgH0adrCt1wUx,49,45,0.688,0.807,4,-5.612,0,0.0477,0.0444,0,0.0501,0.958,147.984,192080,4,1,1
1bqxdqvUtPWZri43cKHac8,70,74.5,0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,177670,4,2,1
1Brdq29oq6t0jyJeeLLMx0,52,59.33333333,0.639,0.691,7,-7.905,0,0.0793,0.178,0,0.124,0.341,142.063,231162,4,3,2
1buzCmyYZE4kcdLRudsb8V,79,79.5,0.621,0.31,9,-10.164,0,0.0283,0.945,0,0.117,0.125,111.893,240707,4,2,1
1BvLhDkql2F6d4G5aaajY2,43,49,0.623,0.807,1,-3.184,0,0.187,0.0702,0,0.0637,0.395,141.406,197716,4,2,1
1bzx15Bv1ioIaewP85ad5J,55.5,48.875,0.364,0.5585,9,-7.5805,0,0.0401,0.3927,1,0.2435,0.5365,113.921,165416,4,3,1.5
1c22GXH30ijlOfXhfLz9Df,65,74.75,0.715,0.942,8,-2.889,1,0.107,0.00175,1,0.0581,0.818,130.019,226162,4,4,3
1C65eIJK2HZdnZFwu57YtT,7,6,0.579,0.355,7,-19.083,0,0.0441,0.853,1,0.0664,0.348,139.425,384453,4,1,1
1c70yCa8sRgIiQxl3HOEFo,96,81,0.854,0.806,11,-8.262,0,0.0886,0.0209,1,0.0703,0.637,124.927,157890,4,2,2
1cbQmMaAHdSeBf0MQcSrzf,49,36,0.873,0.758,1,-5.562,1,0.0523,0.000449,1,0.0336,0.613,128.016,193125,4,2,1
1Cd373x8qzC7SNUg5IToqp,87.5,82,0.7175,0.557,7,-7.8475,0,0.287,0.6775,1,0.282,0.775,144.797,196383.5,4,1,1
1CF7hrTuWgErEa6HBFJ8d3,55.8,59.93333333,0.5544,0.6158,5.8,-5.9416,0.8,0.07158,0.4034,0,0.16342,0.5056,119.9402,202997.6,4,1.6,1.4
1CF8aEN939swnuIZGFI7Hk,77,73,0.459,0.663,8,-5.939,0,0.1,0.0169,0,0.0621,0.412,176.791,192881,4,4,3
1cNDP5yjU5vjeR8qMf4grg,78.2,82.8,0.6976,0.519,6.4,-7.7524,0.2,0.05134,0.3254,0,0.1292,0.3804,127.3084,231531.6,4,1.4,1
1CO6e7WRJvSFenmQO8n64C,69,72,0.302,0.414,2,-8.16,1,0.0319,0.0575,0,0.0861,0.105,110.508,242956,4,2,1
1CoZyIx7UvdxT5c8UkMzHd,73,68.75,0.7955,0.6615,10.5,-6.814,0,0.10465,0.259,1,0.08665,0.86,127.03,181408,4,3,2
1Cs0zKBU1kc0i8ypK3B9ai,74.66666667,86.66269841,0.636904762,0.818380952,6.142857143,-4.231809524,0.619047619,0.071290476,0.080521905,0,0.193619048,0.503714286,116.0842857,195422.7143,4,2.428571429,1.666666667
1dfeR4HaWDbWqFHLkxsg1d,69.61538462,89.8974359,0.532794872,0.650102564,5.564102564,-7.278282051,0.666666667,0.071053846,0.264171795,0,0.317776923,0.428694872,108.2061538,232393.8205,3.871794872,1.025641026,1
1dgdvbogmctybPrGEcnYf6,74,69.5,0.814,0.622,8,-7.573,1,0.0492,0.000132,1,0.0658,0.726,119.976,259934,4,2,1
1dKdetem2xEmjgvyymzytS,83,89,0.707,0.833,3,-2.498,1,0.0517,0.137,0,0.115,0.788,110.062,197781,3,2,2
1dLWg6m8RRhizsdqJbhyj3,73,63,0.409,0.92,11,-5.439,0,0.12,0.00719,1,0.0823,0.37,145.085,290960,4,1,1
1DqxHZcNsyQouEIgARx6Zx,57,62,0.748,0.749,0,-3.13,1,0.0366,0.086,0,0.373,0.377,103.46,172785,4,3,3
1DRmznzLP5EnFFGo4h1ZyW,56,57.8,0.679,0.834,7,-3.782,1,0.239,0.0426,0,0.332,0.6,123.615,174920,4,5,2
1dRsXw2TtfCXfqMLRiP088,48,59,0.5285,0.6255,5.5,-8.6,1,0.08245,0.5085,1,0.538,0.4895,136.073,248360,4,1,1
1DuzOaU8hyIpzzRQFpAO9b,28,18,0.255,0.951,1,-4.657,0,0.146,0.00029,1,0.076,0.219,124.946,641408,1,1,1
1dVygo6tRFXC8CSWURQJq2,0,47,0.647,0.485,0,-7.53,0,0.0352,0.806,1,0.487,0.57,141.973,290017,3,2,2
1DxLCyH42yaHKGK3cl5bvG,83,88.16666667,0.846,0.771666667,7,-3.815333333,1,0.093366667,0.039566667,1,0.170533333,0.788666667,126.6686667,211635.3333,4,2,2
1eClJfHLoDI4rZe5HxzBFv,61,72,0.612,0.962,4,-5.36,0,0.0897,0.00228,1,0.123,0.694,119.962,232627,4,1,1
1El4YQA8oCXX7ynFSxRTFq,58.07692308,65.81410256,0.593730769,0.690884615,4.807692308,-5.836692308,0.576923077,0.158615385,0.254659231,0,0.196807692,0.412961538,119.3786154,204915.8077,3.961538462,3.115384615,1.769230769
1eMmoIprPDWeFdB1FxU6ZV,72,75,0.668,0.726,9,-7.512,1,0.0468,0.0387,0,0.134,0.453,124.075,172143,4,2,2
1eMrj0akHMVF8HpxG1OrLD,53,57.04166667,0.694,0.563,3.5,-9.046,1,0.1119,0.2753,1,0.1285,0.307,131.054,217098,4,5,2
1EowJ1WwkMzkCkRomFhui7,66,73,0.321,0.906,11,-3.967,1,0.141,0.000439,0,0.0862,0.641,189.776,285880,4,1,1
1eXbxTRUsI5OKMp77hpDef,72,56.5,0.592,0.214,1,-13.468,1,0.115,0.936,0,0.253,0.422,81.672,117037,4,2,1
1eznSku2RY9VSvkhWxXdmx,52.8,61,0.7081,0.7533,5.2,-4.7766,0.7,0.15403,0.19097,0,0.13889,0.4443,137.4643,165085,4,3,1.3
1F5Nly0FV6dIoFNWPYTHMb,43,45.46111111,0.782666667,0.711,1.333333333,-5.792,0.666666667,0.273,0.403333333,0,0.238933333,0.751666667,124.883,167306,4,4,2.666666667
1fctva4kpRbg2k3v7kwRuS,92,88,0.734,0.846,9,-3.425,0,0.0489,0.166,0,0.235,0.604,98.026,209884,4,3,2
1fiZijV9uuS7ZZmxnAbjEQ,44,44.025,0.76,0.7825,2,-5.4395,0.5,0.299,0.3315,0,0.1479,0.784,127.481,163673.5,4,4.5,3
1Fmb52lZ6Jv7FMWXXTPO3K,78,68,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,175173,4,1,1
1fsCfvdiomqjKJFR6xI8e4,72,75.5,0.589,0.665,0,-7.105,1,0.044,0.0545,0,0.221,0.298,74.978,155573,4,2,1
1FtBEIWAwvw5ymBen5GICR,83,67,0.903,0.535,9,-6.434,1,0.0742,0.297,0,0.345,0.508,130.022,148779,4,1,1
1fTtdB7ppQhdFosmH7nxGR,49,57.66666667,0.71,0.76,6,-3.7,1,0.323,0.0607,0,0.0853,0.865,176.204,167080,4,3,2
1fux65HMCBvfJHqlBc4Nno,80,86.16666667,0.903,0.675,11,-3.445,0,0.214,0.542,0,0.0595,0.442,96.507,417920,4,6,2
1fxbULcd6ryMNc1usHoP0R,44,75,0.614,0.951,6,-3.105,1,0.055,0.0863,0,0.667,0.53,127.036,231613,4,2,1
1g0fXhQMHAxlRyIBkCbuE7,62,65.5,0.837,0.498,1,-9.878,0,0.0486,0.508,1,0.111,0.104,105.001,196199,4,2,2
1g1JmeGSPNx9GPWW5wQdq1,45,34,0.898,0.632,7,-7.691,0,0.099,0.699,0,0.0913,0.965,97.043,181431,4,2,2
1G1mX30GpUJqOr1QU2eBSs,67,61,0.803,0.411,6,-16.013,1,0.0521,0.312,1,0.0411,0.654,126.236,188467,4,1,1
1g2HFj6CEZ0v4c6Wg0OmOq,8,32.5,0.645,0.372,7,-10.206,0,0.026,0.246,0,0.11,0.357,102.007,327378,4,2,2
1G9G7WwrXka3Z1r7aIDjI7,83,78,0.727,0.974,4,-2.261,0,0.0664,0.103,1,0.174,0.965,79.526,235213,4,1,1
1gALaWbNDnwS2ECV09sn2A,89,74,0.824,0.862,2,-3.424,1,0.126,0.0076,1,0.303,0.801,122.98,169153,4,5,2
1gbXoccc8bjK8eUh92mILy,48,43.33333333,0.872,0.441,9,-9.795,1,0.0824,0.142,1,0.0868,0.369,125.01,271907,4,3,2
1GDbiv3spRmZ1XdM1jQbT7,75.5,84.45833333,0.815,0.7625,2.75,-3.319,0.25,0.076375,0.130275,0,0.198225,0.838,128.23925,249167,4,4,1.75
1GDpBWbNymzzLV7BHzaTBL,54.16666667,59.77777778,0.732166667,0.632666667,4.666666667,-6.4385,0.666666667,0.268433333,0.153233333,0,0.154033333,0.704666667,150.8576667,162092.5,3.666666667,2.5,2.166666667
1gIiepAFE8pnPuyWnlVQ6b,50,46.5,0.646,0.709,1,-4.865,1,0.0407,0.36,0,0.074,0.35,92.719,140161,4,2,2
1gl0S9pS0Zw0qfa14rDD3D,89,75,0.345,0.941,9,-9.918,1,0.0466,0.0000384,1,0.0511,0.407,179.626,147062,4,1,1
1gRsYpSd9fR8x92ppdlCg3,44.5,47,0.5915,0.8035,9.5,-4.5345,1,0.04895,0.383,1,0.324,0.577,111.9715,188766.5,4,1,1
1gs79u8PKkWAW1yfymbkTt,54.75,62.0733631,0.608125,0.847625,3.5,-4.3575,0.5,0.258125,0.1193825,0,0.1989,0.521375,124.626125,186018.375,4,6.125,3
1GxkXlMwML1oSg5eLPiAz3,75.36111111,90.05555556,0.543,0.467686111,5.611111111,-7.866194444,0.916666667,0.040608333,0.60929,0,0.151847222,0.543722222,118.0000278,197127.3611,3.722222222,1.333333333,1.194444444
1h5O32I1o0VOnpLmKXLfRa,55.4,56.96666667,0.6762,0.7236,4.2,-6.6906,0.6,0.08856,0.108994,0,0.17982,0.696,132.5976,218466.2,4,2.2,1.4
1h6Cn3P4NGzXbaXidqURXs,86,82.5,0.577,0.7495,9.5,-5.217,0.5,0.0449,0.057395,0,0.1105,0.2735,124.582,223431,4,2,2
1HBjj22wzbscIZ9sEb5dyf,74.25,75.6875,0.702,0.76925,4.5,-5.1265,0.5,0.0535,0.23327,0,0.21875,0.542,114.98575,183160.25,4,2.5,1.75
1Hg2H3Z46P8lXECM8DYSpU,60,63.5625,0.653,0.741,7,-4.688,0,0.2,0.0976,0,0.1641,0.51,133.4715,182922,4,6,2.5
1hHYi4Vy83BGo6TqKd98hu,52.4,58.21666667,0.7858,0.6474,6.4,-7.4518,0.4,0.25496,0.16746,0,0.25338,0.4552,128.221,202183.4,4.2,2.8,1.6
1hJuGCUpefX24GFmss9bjH,76,66,0.628,0.882,1,-5.024,0,0.0323,0.259,0,0.065,0.853,95.083,184413,4,1,1
1hM06YHQ635cZwwUbn7dpk,59.28571429,58.85714286,0.523714286,0.670714286,5.285714286,-6.056285714,0.857142857,0.160571429,0.289357143,0,0.117914286,0.301857143,151.3787143,156984.1429,4,2.142857143,2
1HmcAWATwElCmQheMCKGI7,50,52,0.599,0.724,7,-9.637,1,0.029,0.166,1,0.288,0.721,104.06,241053,4,1,1
1Hsdzj7Dlq2I7tHP7501T4,80.5,81,0.4795,0.5245,1,-6.102,1,0.0392,0.34605,0,0.10615,0.3125,140.225,183198.5,4,1.5,1
1hsEVtfSFffUFqhTKVumxr,39,31,0.604,0.849,1,-3.618,1,0.0781,0.0638,0,0.288,0.645,186.147,344627,4,1,1
1HVwzNriKEjaeE06okqSpx,62,66,0.611,0.428,10,-10.723,1,0.0474,0.834,1,0.113,0.389,133.281,168627,3,1,1
1HwM5zlC5qNWhJtM00yXzG,70,75,0.6355,0.915,10.5,-3.196,0.5,0.265,0.04375,0,0.28595,0.6015,148.4785,243227,4,1,1
1HY2Jd0NmPuamShAr6KMms,78.36363636,86.86363636,0.687090909,0.680818182,3.636363636,-5.271090909,0.818181818,0.053327273,0.159365455,0,0.282836364,0.506181818,120.5923636,226047.1818,4,1.363636364,1.090909091
1hzfo8twXdOegF3xireCYs,80,76,0.885,0.581,11,-8.813,1,0.0378,0.427,1,0.0759,0.728,114.016,313684,4,1,1
1I2O1hTFF1JXLnuvIn2IXl,73,63,0.757,0.648,5,-11.47,0,0.196,0.0615,0,0.11,0.128,92.359,99351,4,2,2
1I5eQkzyM8jCVZIM3k2bKL,72,61,0.349,0.446,1,-11.327,1,0.0522,0.827,1,0.0808,0.141,79.338,237794,4,1,1
1I7RPyc2iQvqwHX1XDymUf,49.5,48,0.6835,0.573,5,-9.748,1,0.327,0.3015,0,0.1142,0.5745,90.243,150403.5,4,2,2
1i8SpTcr7yvPOmcqrbnVXY,74.5,87.72435897,0.768307692,0.738115385,5.5,-4.780884615,0.461538462,0.100565385,0.143763846,0,0.175911538,0.629230769,118.3998462,227893.1538,4,2.769230769,1.576923077
1iaak56dkt17hNeoV4Zqm4,5,7,0.741,0.665,9,-6.702,0,0.171,0.5,0,0.187,0.362,140.004,207887,4,1,1
1Ij5ZIGlPTkoZibay58zHe,54,51.25,0.6735,0.8285,0,-3.34,1,0.1275,0.4535,0,0.26035,0.953,95.452,203093.5,4,1.5,1.5
1Infwqx3BhCS1iVbJxWdKw,41.5,46,0.7,0.536,8,-7.976,0,0.292,0.08475,0,0.16,0.4395,85.3445,180553,4,2,2
1iSp6fP7gO2Z459KZ9shFJ,52,40,0.492,0.506,11,-6.2,0,0.0572,0.438,0,0.371,0.173,151.811,173949,3,1,1
1IueXOQyABrMOprrzwQJWN,74.33333333,78.16666667,0.675,0.812333333,2,-4.068666667,0.666666667,0.071133333,0.155366667,0,0.145766667,0.557666667,124.6146667,187330.3333,4,2.333333333,1.666666667
1iVTp6WbD6ajQlBHtGoOUq,56.33333333,57.33333333,0.761333333,0.718333333,3.333333333,-5.929333333,0.333333333,0.0735,0.2962,0,0.111066667,0.667,122.6846667,175776.3333,4,3,2
1j16qws51ghIpnxx8n7ChE,0,6,0.0911,0.338,9,-4.213,0,0.0431,0.239,1,0.0855,0.177,81.195,345114,4,1,1
1J6oTMVgZOOKh6ytjazn87,53,52.33333333,0.691,0.444,0,-8.641,1,0.0441,0.203,1,0.115,0.376,112.053,175614,4,3,3
1jnB8rF67HTwy5L5ZbIr0W,2,8,0.615,0.967,0,-6.015,0,0.0436,0.215,1,0.496,0.899,127.476,333663,4,1,1
1JPZHb1qziDJ05n0a1OvfW,52,60,0.734,0.828,6,-4.433,0,0.033,0.398,1,0.136,0.717,127.023,205000,4,2,1
1Jqk46QvzUn7SnwmTGX6Cw,72,60,0.611,0.239,8,-9.192,1,0.0538,0.968,0,0.767,0.77,136.444,130345,4,1,1
1JZRliPidPDyYtTKNlSS1S,0,0,0.132,0.493,11,-20.66,0,0.0578,0.885,1,0.0946,0.0415,68.487,290371,3,1,1
1k3zqz5SgrYCE0wpcfJX3g,69,55.5,0.676,0.792,2,-4.1,0,0.0265,0.012,0,0.262,0.674,119.98,236720,4,2,1
1k7Cc2WGh6LAE1TUh6dsiy,71,58.5,0.774,0.825,6,-4.283,0,0.0536,0.286,1,0.103,0.637,120.983,147110,4,2,2
1KCSPY1glIKqW2TotWuXOR,78,79.5,0.575333333,0.652666667,4,-6.07,1,0.136833333,0.12518,0,0.1102,0.404,133.605,247688.6667,4,1.666666667,1.333333333
1KEprABpzSCzzgwNk8EpYT,51,48,0.653,0.419,4,-7.914,1,0.0333,0.264,0,0.103,0.0995,129.987,197538,4,2,2
1kfWoWgCugPkyxQP8lkRlY,43,68,0.81,0.817,5,-2.674,1,0.069,0.00467,0,0.297,0.698,110.024,132781,4,1,1
1khChLj7REGqjM043PlYyn,78,62,0.677,0.841,9,-2.97,0,0.0813,0.0243,0,0.16,0.418,130.024,220397,4,1,1
1Kl58hRlEsbgWes2aYrWNC,47,46.5,0.712,0.728,0,-4.851,1,0.217,0.277,0,0.0727,0.732,98.004,231236,4,2,2
1koU3PYin1x0g79oU9VB4A,50,42,0.541,0.488,7,-10.303,1,0.0257,0.173,1,0.158,0.397,82.978,247960,4,1,1
1KoV9yk84kwbSefb2zr1Ty,41,46,0.792,0.504,8,-9.253,0,0.101,0.0995,0,0.0642,0.627,125.979,147102,3,2,2
1KP6TWI40m7p3QBTU6u2xo,85,73,0.611,0.797,6,-7.627,0,0.0533,0.00543,1,0.26,0.518,120.041,218107,4,1,1
1KQJOTeIMbixtnSWY4sYs2,59,67.125,0.77825,0.7265,6.25,-5.796166667,0.75,0.290416667,0.125291667,0,0.16375,0.45925,116.532,194858.25,4,3.166666667,1.166666667
1kRbVUJRutFi2672YVtzmx,41,49,0.753,0.541,9,-6.908,1,0.343,0.0659,0,0.12,0.569,95.475,243947,4,2,1
1KWaAy4Snr2cOmU9gYRY7E,63,60,0.639,0.82,1,-7.175,1,0.0352,0.00959,1,0.0884,0.852,131.995,138162,4,1,1
1KWhkIDEKYgXdCmN5CtqEo,39,27.5,0.59,0.716,10,-10.636,0,0.0365,0.611,1,0.102,0.0408,124.999,368639,4,2,1
1KzAfF3CpZlSDnPNcdTmxm,16,22,0.614,0.926,10,-10.242,0,0.0461,0.023,1,0.71,0.0372,132.007,515000,4,1,1
1l2ekx5skC4gJH8djERwh1,63,75.5,0.675,0.931,1,-3.432,0,0.0742,0.0794,0,0.11,0.613,124.008,176616,4,2,1
1l7ZsJRRS8wlW3WfJfPfNS,79.25,84.125,0.5535,0.63425,6.75,-5.9975,0.75,0.07645,0.2476,0,0.2045,0.50775,129.081,228910,4,1.5,1.5
1l8Fu6IkuTP0U5QetQJ5Xt,77.5,77.5,0.8435,0.675,8,-4.863,1,0.0657,0.083,0,0.0912,0.5935,102.502,219526.5,4,2,2
1l9d7B8W0IHy3LqWsxP2SH,69,66.75,0.535,0.402,9,-10.884,1,0.031,0.000748,1,0.0812,0.0862,142.847,214395,4,4,2
1L9i6qZYIGQedgM9QLSyzb,46.5,65,0.715,0.606,0,-6.9415,1,0.07535,0.096095,1,0.1971,0.409,124.0085,230355.5,4,1,1
1l9tfz6AVS1Q0QuTlaDRER,37.5,38,0.657,0.76,2.5,-8.1095,1,0.06445,0.024625,1,0.171,0.657,130.121,123514,4,1,1
1LFGVkNRmXz8jIkyPjaGNL,58,59,0.756,0.739,8,-6.794,1,0.0358,0.031,1,0.0811,0.276,124.973,256990,4,1,1
1ljNTY4uIBecRJmy69UNWt,74,80.28571429,0.833,0.858,9,-3.283,1,0.0794,0.0696,0,0.239,0.675,91.967,366613,4,7,2
1LKPL2O3vA3ozNsmshDg3o,67,64,0.81,0.803,3,-3.042,1,0.0349,0.385,0,0.14,0.883,130.049,204733,4,1,1
1lmU3giNF3CSbkVSQmLpHQ,82,68.5,0.674,0.774,11,-7.567,0,0.0892,0.0686,1,0.393,0.33,112.05,176547,4,2,2
1lwGYDWoXC7E5wDNYZBurw,55.5,55.625,0.6065,0.684,3,-6.147,0.5,0.05065,0.349,0,0.154,0.61225,133.47675,186437.5,4,2,1.75
1M25cy1w92G4Sf3Xnjogki,1,32,0.172,0.0437,2,-24.807,1,0.0455,0.972,1,0.121,0.232,78.133,216692,4,1,1
1M6rXjguUqsqaV0cYsytdY,6,43,0.456,0.916,10,-7.731,1,0.0394,0.000369,1,0.0717,0.65,175.953,170580,4,1,1
1m7LSAMIB1BErIHYSOn32W,79,75,0.952,0.29,8,-11.459,1,0.428,0.074,0,0.107,0.394,130.083,163385,4,4,2
1m94mermbEyrWKM9z6SGd8,0,41,0.558,0.0473,0,-36.96,1,0.0472,0.978,1,0.101,0.313,120.003,71982,3,1,1
1mbgj8ERPs8lWi7t5cYrdy,72,68,0.525,0.807,2,-6.366,0,0.0725,0.251,0,0.0504,0.741,155.397,215933,4,1,1
1McMsnEElThX1knmY4oliG,88.42857143,92,0.487285714,0.425571429,6.142857143,-9.168571429,1,0.092485714,0.637,0,0.159114286,0.285714286,142.7587143,196664.8571,3.857142857,1,1
1mcTU81TzQhprhouKaTkpq,79.44444444,90.0978836,0.787444444,0.704222222,4.333333333,-4.572888889,0.444444444,0.063688889,0.196291111,0,0.151188889,0.570777778,112.8771111,220009.4444,4,2.555555556,1.666666667
1MIVXf74SZHmTIp4V4paH4,78.25,78.375,0.714,0.82425,6.75,-3.77775,0.75,0.0795,0.19235,0,0.0892,0.69325,112.25375,171818.75,4,1.75,1.25
1Ml4OuStDoympbREURAM15,90,76.66666667,0.724,0.276,7,-12.25,1,0.0599,0.76,0,0.116,0.718,112.874,155933,4,3,2
1mLzUyiM6yWHYMwQetCWJH,0,43,0.343,0.016,0,-33.623,1,0.0433,0.981,1,0.109,0.314,73.249,75140,5,1,1
